sentences,label
will you please let me know what i need to do to get this accomplished?,1
please call sheila and let her know we've made some progress with ge.,1
announced to enron europe with very positive response.,0
plese get design and execute mixed analog-digital product validation utilizing high level languages.,1
please call me on 214 659 4403 if you have any questions.,1
no deals have been done.,0
fyi the next board meeting is to be held october 12th.,0
i hope i have the opportunity to return the favor some time.,0
term is april 01 through mar 03. please let me know if you have any questions.,1
please let me know if there is anything else that you may need from me.,1
please forward this information at your discretion.,1
the new domain name is: pillsburywinthrop.,0
for omaha participants this meeting will be in oma7c2.,0
please give me your thoughts!,1
"i don't know when we want to give fuelcells a draft, but i'm going to keep working on this one.",0
Keith please consider sending rep for control area operations requirements.,1
"walmart, for example, experienced morefavorable results from increased sales in food as consumers stocked up on pantry items in reaction to the recent events.",0
please make any additional suggestions or comments by noon on friday.,1
"the trader didn't specify any geographic boundaries for these limited guarantees for electricity delivery, such as in which european countries.",0
"please forward to your team mates, accordingly.",1
(ii) you need to verify that all outstanding transactions appear on the attached exhibit a to that assignment.,0
"life not only begins at forty, it begins to show.",0
please let me know if you don't have the earlier versions.,1
the purpose of the shortterm meeting are to re ctify issues such as credit and documents prior to the march and july 2002 auctions.,0
please get involved here and let these people know this.,1
"if you would like for us to research any further, please let us know.",1
great to hear from you and please send my best to everyone.,1
it's entertaining to see all those who were once behind deregulation at the utilities and commission run for the exits and switch religions.,0
"if not something close to the office, would you suggest another spot besides 47 park?",1
"dear market participants, please note the changes below are planned for the indicated oasis/mis/css systems on the dates shown.",0
would you mind picking them up for me?,1
let's hope the team is better at consistently moving the ball this year.,0
"I'm not getting good results, can you check again?",1
please call her with any comments you may have.,1
please advise by thursday morning november 8 whether isda should consider providing an industry comment.,1
"many thanks to margaret carson, who did much of the heavy lifting.",0
"arnold, please send andy at ideal the information you have on the gallup motor.",1
